word,pos,hindi
Procure,verb,प्राप्त करना
Fetch,verb,लाना
Globalise,verb,वैश्वीकृत करना
Sympathiser,noun,सहानुभूति रखने वाला
Caliph,noun,खलीफा
Unleash,verb,मुक्त करना
Infidel,noun,काफिर
Ebb,verb,"घटना, कम होना"
Deradicalisation,noun,उग्रवाद-निवारण
Following,preposition,निम्नलिखित
Fall,noun,गिरना
Loot,verb,लूटना
Depot,noun,भंडार
Conflict-ridden,adjective,संघर्षग्रस्त
Radicalisation,noun,कट्टरपंथीकरण
Counter,verb,विरोध करना
Register,verb,दर्ज करना
Disaggregated data,noun,विस्तृत उप-श्रेणी डेटा
Drag,noun,खींचना
In,phrase,में
Deceleration,noun,मंदी
Project,verb,अनुमान लगाना
At odds with,phrase,विरोध में
Prospect,noun,संभावना
Promising,adjective,आशाजनक
Moderate,verb,मध्यम
Subdued,adjective,दबा हुआ
Capex,noun,पूंजीगत व्यय
Undershoot,verb,लक्ष्य से कम रहना
Precise,adjective,सटीक
Nominal GDP,noun,नाममात्र जीडीपी
Real GDP,noun,वास्तविक जीडीपी
Straight,adjective,लगातार
Impli cation,noun,प्रभाव
Debt-deficit dynamics,noun,ऋण-घाटा गतिशीलता
Uncertainty,noun,अनिश्चितता
Influence,verb,प्रभाव डालना
Reverse flow,noun,उलटा प्रवाह
OECD countries,noun,ओईसीडी देश
Determinant,noun,निर्धारक कारक
Wage Differential,noun,वेतन अंतर
Remittance,noun,प्रेषण राशि
Absorb,verb,अवशोषित करना
Stranded,adjective,फंसा हुआ
Wage arbitration,noun,वेतन मध्यस्थता
Pace,noun,गति
Spurt,noun,अचानक वृद्धि
Throw in,phrasal verb,"जोड़ना, शामिल करना"
Shore,noun,मजबूत करना
Fallow,adjective,"परती, अनुपयोगी"
Tepid,adjective,"उदासीन, हल्का"
Ple dge,verb,प्रतिज्ञा करना
Herald,verb,संकेत देना
Augment,verb,बढ़ाना
Overwhelming,adjective,"भारी, प्रबल"
Point to,phrasal verb,संकेत करना
Intermittent,adjective,रुक-रुक कर
Reliance (on),noun,निर्भरता
Steep,adjective,तीव्र
Inflationary,adjective,मुद्रास्फीतिकारक
Counterproductive,adjective,प्रतिकूल
Capital goods,noun,पूंजीगत वस्तुएं
Extraction,noun,निष्कर्षण
Departure,noun,विचलन
Opt,verb,चुनना
Sluggish,adjective,सुस्त
Expansion,noun,विस्तार
Pose,verb,उत्पन्न करना
Stall,verb,रुक जाना
Disinflation,noun,मुद्रास्फीति दर में कमी
Diminishing,adjective,घटता हुआ
Trade-off,noun,"समझौता, अदला-बदली"
Make the case for,phrase,पक्ष में तर्क देना
Pressing,adjective,"तत्काल, अत्यावश्यक"
Alignment,noun,संरेखण
Apparently,adverb,प्रतीत होता है
Heled,verb,सहायता की
In tandem,phrase,साथ-साथ
At cross-purpose,phrase,विरोधाभास में
Cool,verb,ठंडा पड़ना
At the helm,phrase,नेतृत्व में
Oversee,verb,देखरेख करना
Incorporate,verb,शामिल करना
Slight,adjective,मामूली
Enhance,verb,बढ़ाना
Look forward to,phrase,प्रतीक्षा करना
Shivering,adjective,कंपकंपी
Feeble,adjective,कमज़ोर
Frail,adjective,निर्बल
Drink life to the lees,phrase,जीवन का पूर्ण आनंद लेना
Envy,noun,ईर्ष्या
Determination,noun,दृढ़ संकल्प
Envision,verb,परिकल्पना करना
Ailment,noun,बीमारी
Retreat,noun,पीछे हटना
Lies (in),verb,निहित होना
Equate,verb,बराबर मानना
Quietude,noun,शांति
In contrast,phrase,इसके विपरीत
Sedentary,adjective,गतिहीन
Obligation,noun,दायित्व
Wind down,phrasal verb,धीरे-धीरे समाप्त करना
Narrative,noun,"कथानक, विवरण"
Endure,verb,सहन करना
Thrive,verb,फलना-फूलना
Mould,noun,ढालना
Passive,adjective,निष्क्रिय
Take clue,phrase,प्रेरणा लेना
Sunset year,noun,अंतिम वर्ष
Tailor,verb,अनुकूल बनाना
Mobility,noun,गतिशीलता
Foster,verb,बढ़ावा देना
Loneliness,noun,अकेलापन
Accompany,verb,साथ जाना
Overlooked,adjective,अनदेखा किया गया
Passion,noun,जुनून
Vibrant,adjective,जीवंत
Merely,adverb,केवल
Aspire,verb,आकांक्षा रखना
Come across,phrasal verb,सामना होना
Jaaunt,noun,छोटी यात्रा
Globe,noun,विश्व
Perspective,noun,दृष्टिकोण
Hype,verb,अति-प्रचार
Fandom,noun,प्रशंसक समुदाय
Tribalism,noun,गुटबाजी
Passionate,adjective,उत्साही
Supercharged,adjective,अत्यधिक ऊर्जावान
Mob,noun,भीड़
Misjudgement,noun,गलत आकलन
Kangaroo court,phrase,पक्षपाती अदालत
Pit against,phrasal verb,आमने-सामने खड़ा करना
Undermine,verb,कमजोर करना
Bitterness,noun,कड़वाहट
Threaten,verb,"धमकाना, खतरा उत्पन्न करना"
Spill,verb,फैल जाना
Hamper,verb,बाधा डालना
In the long run,phrase,दीर्घकाल में
Unsolicited,adjective,"अवांछित, बिना मांगे"
Critics,noun,आलोचक
Stalwart,noun,दृढ़ समर्थक
Conscious (of),adjective,जागरूक
Legacy,noun,विरासत
Migrant,noun,प्रवासी
Proposed,adjective,प्रस्तावित
Talriff,noun,शुल्क
BRICS,noun,ब्रिक्स समूह
Considerably,adverb,काफी हद तक
Memoranda,noun,ज्ञापन
Striking,adjective,उल्लेखनीय
Optics,noun,जनधारणा
Swearing-in,noun,शपथ ग्रहण
Speculation,noun,अटकलें
Oligarchy,noun,कुलीनतंत्र
Resemble,verb,मिलता-जुलता होना
As it stands,phrase,वर्तमान स्थिति में
Strike a note,phrase,भाव व्यक्त करना
Innately,adverb,स्वाभाविक रूप से
Hostile,adjective,शत्रुतापूर्ण
To a considerable extent,phrase,काफी हद तक
Divlerge,verb,अलग होना
Often,adverb,प्रायः
Bipartisan,adjective,दलगत सहमति से
Deadlock,noun,गतिरोध
Internecine,adjective,"आपसी, पारस्परिक विनाशकारी"
Allocation,noun,आवंटन
In this instance,phrase,इस मामले में
Trifecta,noun,तीनों का संयोजन
Sympathetic,adjective,सहानुभूतिपूर्ण
Stacked (with),adjectivoe,भरा हुआ
Conservative,noun,परंपरावादी
Aisle,noun,गलियारा
Embolden,verb,साहस देना
Breadth,noun,विस्तार
Unconventional,adjective,अपरंपरागत
Bizarre,adjective,विचित्र
Takeover,noun,अधिग्रहण
De-recognition,noun,मान्यता वापसी
Threatening,adjective,धमकी भरा
Social security,noun,सामाजिक सुरक्षा
Bargaining power,noun,सौदेबाजी शक्ति
Code,noun,संहिता
Pitfall,noun,"खामी, कठिनाई"
Ecommerce,noun,ई-वाणिज्य
Limit,verb,सीमा
Formalised,adjective,औपचारिक बनाया गया
Fluid nature,noun,बदलती प्रकृति
Portability,noun,स्थानांतरणीयता
Algorithm,noun,कलनविधि
Alter,verb,बदलना
Oversight,noun,"निगरानी, चूक"
Pay parity,noun,वेतन समानता
Inconsistently,adverb,असंगत रूप से
Dead-end job,noun,बिना विकास वाली नौकरी
Dwindle,verb,घटते जाना
Dispersion,noun,फैलाव
Compete (with),verb,मुकाबला करना
Cultivate,verb,विकसित करना
